1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
N55327,3,1,3,3,3,3,2,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,4,3,2,1,3,4,4,2,2,3,2,2,3,3,4,2
ARRDC4,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,4,1,3,3,3,4,3,4,1,3,4,4,4,4,4,4,4,4,4,4,4
TOP2A,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,4,3,3,3,3,4,2,3,2,4,3,3,3,2
CKAP2,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
R13146,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
R10991,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,4,3,2,2,3,2,2,3,3,3,2
H68297,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
HSPC150,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,4,3,2,2,3,2,2,3,3,3,2
CENPF,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,4,3,2,2,3,2,2,3,3,3,2
RRM1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,4,3,2,2,3,2,2,3,3,3,2
CCNA2,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,4,3,3,4,3,4,2,3,2,4,3,3,3,2
R20345,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,4,1,3,3,3,3,3,4,3,3,4,3,4,4,3,4,4,3,3,3,4
FEN1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,4,1,3,3,3,4,3,4,3,3,4,4,4,4,3,4,4,4,3,4,4
KPNA2,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
ARL6IP1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
RRM2,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,4,3,2,2,3,2,2,3,3,3,2
CDK1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,4,2,3,2,4,3,3,3,2
OCLN,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
CKS2,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
CCNB1,3,1,3,3,3,3,2,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
UGT2B7,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
ATF3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PPP4C,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BRD3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
T95837,3,2,3,1,1,3,3,2,2,2,2,2,3,2,2,1,3,3,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
FOS,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
EGR1,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
NR4A2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
CXCL2,5,5,5,5,4,4,4,5,5,5,5,5,2,5,5,4,1,4,5,5,1,5,4,4,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
GEM,5,5,5,5,4,4,4,5,5,5,5,5,2,5,5,4,1,4,5,5,1,5,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
R16980,5,5,5,5,4,4,4,5,5,5,5,5,2,5,5,4,1,4,5,5,1,5,4,4,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
ATP1B3,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
ZBTB21,2,5,2,2,4,2,4,5,5,5,5,5,2,5,5,4,1,2,5,5,1,5,4,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
W72835,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
TNFAIP3,5,5,5,5,4,4,4,5,5,5,5,5,2,5,5,4,1,4,5,5,1,5,4,4,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
HIVEP2,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
GFM2,5,5,5,5,4,5,4,5,5,5,5,5,1,5,5,4,4,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
CCL2,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
FAM175B,1,5,5,5,4,5,4,5,5,5,5,5,1,5,5,4,4,4,5,5,1,5,4,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1
IL1B,1,5,4,4,4,5,4,5,5,5,5,5,1,5,5,4,4,4,5,5,1,5,4,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1
CXCL8,5,5,5,5,4,5,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
R25353,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
ETS2,5,5,5,5,4,4,4,5,5,5,5,5,2,5,5,4,1,4,5,5,1,5,4,4,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
ETS1,2,5,2,2,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
CLDN4,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
PMEPA1,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
VEGFA,2,5,2,2,4,4,4,5,5,5,5,5,2,5,5,4,1,4,5,5,1,5,4,4,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
FLT1,2,5,2,2,2,5,2,5,5,5,5,4,1,5,5,2,4,1,4,5,1,5,2,1,1,5,4,1,4,4,1,1,1,1,5,1,1,5,5,1,5
MAT2A,4,5,4,4,4,5,4,5,5,5,5,5,1,5,5,4,4,2,5,5,1,5,4,2,1,5,1,1,4,4,1,1,1,1,5,1,1,5,5,1,5
H25689,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
FLYWCH1,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
THBD,1,5,4,4,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
BMPR2,2,5,2,2,4,4,4,5,5,5,5,5,4,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
T48818,4,5,4,4,4,5,4,5,5,5,5,5,1,5,5,4,4,4,5,5,1,5,4,4,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1
STC1,4,5,4,4,4,5,4,5,5,5,5,5,1,5,5,4,4,4,5,4,1,5,2,4,1,1,4,1,4,4,1,1,1,1,1,1,1,4,1,1,1
RGS4,4,4,4,4,4,5,2,4,4,4,5,4,1,4,4,4,4,4,4,4,1,4,2,4,1,4,4,1,4,4,1,1,1,1,4,1,1,4,4,1,4
FCGR2B,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,1,4,1,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
ATG4A,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,4,4,4,5,5,1,5,4,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1
T62684,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,4,4,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
YRDC,4,5,4,4,4,4,4,5,5,5,5,5,4,5,5,4,4,4,5,5,1,5,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1
DUSP6,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
GRPEL1,5,4,5,5,4,4,5,4,4,4,5,5,4,4,4,5,4,4,4,4,1,4,5,4,4,1,4,1,4,4,4,1,1,1,1,1,1,4,1,1,4
TMEM2,4,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,1,4,5,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
FGF7,1,5,5,5,4,5,4,4,5,5,5,5,1,5,5,4,4,4,5,4,1,4,5,4,1,1,4,1,4,4,1,1,1,1,1,1,1,4,1,1,4
W52295,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
W44677,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
H02190,4,2,4,1,1,1,1,2,2,2,2,2,4,2,2,1,2,1,2,2,4,2,1,1,4,2,2,4,2,2,2,2,5,4,2,4,5,2,2,2,2
ADRA2C,3,1,3,3,3,4,4,1,1,1,1,1,3,1,1,3,2,3,1,1,4,1,3,4,3,2,2,4,2,2,4,2,4,4,2,4,4,2,2,2,4
T82817,5,1,5,5,4,4,4,5,1,1,1,5,4,1,1,4,2,4,5,5,4,5,4,4,1,2,1,4,2,2,1,1,4,4,2,4,4,2,2,2,1
FURIN,1,4,5,1,1,1,1,4,4,4,4,4,4,4,4,1,2,1,4,4,4,4,1,1,4,2,2,4,2,2,4,4,4,4,2,4,4,4,4,2,4
MKI67,3,1,1,3,3,5,2,1,1,1,1,1,4,1,1,3,3,3,1,1,2,1,3,1,4,4,4,2,4,4,4,4,2,2,4,2,2,4,4,4,2
RPS2,3,1,1,3,3,3,5,1,1,1,1,1,4,1,1,3,3,3,1,1,2,1,3,3,4,4,4,2,4,4,4,4,2,2,4,2,2,4,4,4,2
SDF1,1,1,1,3,3,1,5,1,1,1,1,1,4,1,1,3,2,1,1,1,4,1,3,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
RAN,3,1,1,3,3,3,5,1,1,1,1,1,4,1,1,3,2,3,1,1,4,1,3,3,4,4,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4
ITGA6,3,1,1,3,3,3,5,1,1,1,1,1,3,1,1,3,2,3,1,1,4,1,3,3,4,4,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4
ACP1,1,1,1,5,5,1,5,4,1,1,1,4,4,1,1,5,4,1,4,4,4,4,5,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
CDK7,1,1,1,5,5,1,5,4,1,4,1,4,3,1,1,5,2,1,4,4,4,4,5,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
CNDP2,1,1,1,5,5,1,5,4,1,1,1,1,4,1,1,5,2,3,1,1,4,4,5,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
AA028949,3,1,1,3,3,3,2,1,1,1,1,1,4,1,1,3,3,3,1,1,2,1,3,3,4,4,4,2,4,4,4,4,2,2,4,2,2,4,4,4,2
RANBP1,1,1,1,3,3,1,5,1,1,1,1,1,4,1,1,3,4,1,1,1,2,1,3,1,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,2
SDCBP2,1,1,1,4,5,1,5,4,1,1,1,4,4,1,1,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
NOP56,5,1,1,5,5,1,5,4,1,4,1,4,4,1,1,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
TRIM3,2,1,1,2,2,1,2,1,1,1,1,1,4,1,1,2,4,1,4,1,4,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
HSPA8,5,1,1,5,5,5,5,4,1,1,1,1,4,1,1,5,4,4,4,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
TBCB,3,1,1,3,3,5,2,1,1,1,1,1,4,1,1,3,4,3,1,1,2,1,3,1,4,4,4,2,4,4,4,4,2,2,2,2,2,4,3,4,2
CENPN,4,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,1,4,5,1,4,4,4,1,4,4,4,1,1,1,4,1,1,4,4,4,4
T54874,2,4,2,2,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,1,4,2,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
R16047,4,4,1,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
ESM1,4,4,4,4,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,2,1,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4
DSP,1,4,1,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HNT,4,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
OPCML,4,4,1,4,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
DNAJB9,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,1,1,4,4,4,4,4,4,4,4,1,4,4,4,5,4,4,4,4
ZDHHC18,5,4,1,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,1,4,4,4,4,4,4,4,5,4,4,4,4
NEK7,1,1,1,5,5,1,5,4,1,1,1,4,4,1,1,5,2,1,4,4,4,4,5,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
R99596,1,4,1,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R39465,5,1,1,5,5,5,5,1,1,1,1,1,4,1,1,5,4,4,1,1,4,1,5,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4,4,4,2
OXTR,5,4,1,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,1,4,4,4,4,4,4,4,5,4,4,4,4
MPC1,1,1,1,3,4,4,5,1,1,1,1,1,4,1,1,3,2,3,1,4,4,1,3,4,4,4,2,4,2,2,4,2,4,4,4,4,4,4,2,4,4
EBNA1BP2,1,1,1,5,5,4,5,4,1,1,1,4,4,1,1,5,1,4,4,4,4,4,5,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4
R78225,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
H01821,4,4,4,4,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,1,4,2,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
HSPB7,4,4,4,4,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,2,1,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4
GCH1,4,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4
TIMP3,1,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
DDX21,5,4,5,5,5,5,5,4,4,5,5,4,4,4,4,5,4,4,4,4,1,4,5,4,4,4,4,1,4,4,1,1,1,1,4,1,1,4,4,1,4
ANPEP,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,1,4,5,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
W74639,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,1,4,5,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
PPIF,2,4,2,2,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,1,4,2,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
CTPS,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,1,4,5,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
MICAL2,2,4,2,2,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,1,4,2,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
TM4SF1,2,4,2,2,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,1,4,2,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
NEU1,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,1,4,5,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
OGFRL1,2,4,2,2,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,1,4,2,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
RCAN1,4,4,4,4,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,1,4,2,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
AA057801,4,4,4,4,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,1,4,2,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
MYO10,4,4,4,4,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,1,4,2,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
SERPINB2,1,4,4,4,5,5,5,4,4,4,4,4,1,4,4,5,4,1,4,4,1,4,5,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,1,4
TGM2,1,4,1,4,2,1,2,4,4,4,1,4,4,4,4,2,4,1,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
SSR3,1,4,1,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
S1PR1,1,4,1,4,5,1,5,4,4,4,1,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
CXCL12,1,4,1,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
MT1M,1,1,1,4,5,1,5,4,1,1,1,4,4,1,1,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
WDR1,1,4,1,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PLOD2,1,1,1,5,5,1,5,4,1,4,1,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ATP5G1,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
S100A16,2,4,1,2,2,1,2,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PFKP,2,1,1,2,2,1,2,4,1,1,1,4,4,1,1,2,4,1,4,1,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
SLC20A1,5,4,1,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
CYCS,1,4,1,4,5,1,5,4,4,4,1,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PSMD2,1,4,1,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
MT1L,1,4,1,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
MT2A,1,4,1,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PTMA,5,1,1,5,5,1,5,4,1,1,1,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
T85217,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
GPM6B,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,1,4,4,4,5,4,4,4,4
H85111,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAM101B,1,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
MT1G,1,4,1,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
N55459,1,4,1,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ESPL1,1,4,1,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
KIAA0368,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,1,1,4,4,4,4,4,4,4,4,1,4,4,4,5,4,4,4,4
CDH2,4,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4
SERPIND1,1,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
H48459,1,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
MRPL35,1,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
TMEM106A,1,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R21876,1,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
TFPI2,1,4,4,4,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,1,4,5,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
PKM2,2,4,1,2,2,1,2,1,4,1,4,4,4,4,4,2,4,1,4,1,2,1,2,1,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,2
CCT5,5,4,5,5,5,1,5,4,4,4,4,4,4,4,4,5,4,1,4,4,1,4,5,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,2
CLTC,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,1,4,1,1,4,2,4,1,4,4,5,4,1,1,2,1,1,5,5,2,2
RGS12,4,4,4,1,1,1,1,2,4,4,4,4,4,4,4,1,4,1,4,4,1,4,1,1,4,2,4,1,4,4,5,5,1,1,2,1,1,5,5,2,5
ACLY,2,4,2,1,1,1,1,2,4,4,4,4,4,4,4,1,4,1,4,4,1,4,1,1,4,5,4,1,4,4,5,5,1,1,5,1,1,5,5,5,5
FLNB,2,4,2,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,1,4,1,1,4,4,4,1,4,4,1,1,1,1,4,1,1,4,4,1,5
TPM1,5,4,5,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,2,1,1,4,2,4,4,4,4,4,4,1,4,2,4,5,4,4,2,4
AA046572,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,1,4,1,1,4,4,4,1,4,4,4,4,1,1,4,1,1,4,4,4,4
MAP2K3,5,5,5,5,4,2,4,5,5,5,5,5,2,5,5,4,1,2,5,5,1,5,4,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1
NET1,2,5,2,2,4,4,4,5,5,5,5,5,2,5,5,4,1,4,5,5,1,5,4,4,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
